L,p_c
128,0.611816
128,0.590332
128,0.596191
128,0.604980
128,0.584473
128,0.588379
128,0.596191
128,0.585449
128,0.602051
128,0.585449
128,0.589355
128,0.585449
128,0.582520
128,0.598145
128,0.609863
128,0.609863
128,0.604004
128,0.604004
128,0.593262
128,0.594238
128,0.573730
128,0.574707
128,0.585449
128,0.590332
128,0.590332
128,0.586426
128,0.585449
128,0.600098
128,0.587402
128,0.578613
128,0.581543
128,0.598145
128,0.596191
128,0.594238
128,0.583496
128,0.607910
128,0.610840
128,0.585449
128,0.588379
128,0.585449
128,0.590332
128,0.600098
128,0.596191
128,0.596191
128,0.588379
128,0.593262
128,0.585449
128,0.581543
128,0.600098
128,0.577637
128,0.593262
128,0.596191
128,0.587402
128,0.593262
128,0.585449
128,0.585449
128,0.596191
128,0.597168
128,0.598145
128,0.580566
128,0.608887
128,0.569824
128,0.596191
128,0.577637
128,0.589355
128,0.599121
128,0.595215
128,0.609863
128,0.596191
128,0.591309
128,0.591309
128,0.577637
128,0.591309
128,0.581543
128,0.584473
128,0.583496
128,0.614746
128,0.602051
128,0.598145
128,0.603027
128,0.591309
128,0.596191
128,0.592285
128,0.583496
128,0.598145
128,0.595215
128,0.577637
128,0.593262
128,0.582520
128,0.596191
128,0.600098
128,0.573730
128,0.569824
128,0.601074
128,0.575684
128,0.600098
128,0.577637
128,0.594238
128,0.583496
128,0.610840
128,0.591309
128,0.604980
128,0.591309
128,0.593262
128,0.594238
128,0.586426
128,0.625488
128,0.605957
128,0.591309
128,0.577637
128,0.577637
128,0.585449
128,0.603027
128,0.598145
128,0.596191
128,0.598145
128,0.588379
128,0.585449
128,0.602051
128,0.596191
128,0.591309
128,0.597168
128,0.593262
128,0.598145
128,0.593262
128,0.609863
128,0.596191
128,0.596191
128,0.581543
128,0.625488
128,0.599121
128,0.602051
128,0.593262
128,0.598145
128,0.593262
128,0.602051
128,0.597168
128,0.594238
128,0.595215
128,0.585449
128,0.562012
128,0.596191
128,0.579590
128,0.596191
128,0.583496
128,0.602051
128,0.577637
128,0.598145
128,0.588379
128,0.596191
128,0.602051
128,0.595215
128,0.600098
128,0.595215
128,0.596191
128,0.596191
128,0.596191
128,0.603027
128,0.585449
128,0.583496
128,0.591309
128,0.592285
128,0.588379
128,0.588379
128,0.602051
128,0.588379
128,0.597168
128,0.602051
128,0.591309
128,0.581543
128,0.581543
128,0.596191
128,0.591309
128,0.595215
128,0.580566
128,0.597168
128,0.609863
128,0.583496
128,0.596191
128,0.588379
128,0.602051
128,0.600098
128,0.593262
128,0.595215
128,0.590332
128,0.592285
128,0.597168
128,0.577637
128,0.598145
128,0.605957
128,0.596191
128,0.596191
128,0.599121
128,0.588379
128,0.594238
128,0.596191
128,0.590332
128,0.590332
128,0.595215
128,0.583496
128,0.602051
128,0.593262
128,0.585449
128,0.595215
128,0.586426
128,0.597168
128,0.583496
128,0.594238
128,0.609863
128,0.592285
128,0.594238
128,0.596191
128,0.585449
128,0.602051
128,0.587402
128,0.582520
128,0.585449
128,0.595215
128,0.602051
128,0.589355
128,0.589355
128,0.597168
128,0.605957
128,0.603027
128,0.589355
128,0.579590
128,0.592285
128,0.600098
128,0.609863
128,0.604004
128,0.597168
128,0.577637
128,0.585449
128,0.593262
128,0.594238
128,0.597168
128,0.594238
128,0.596191
128,0.598145
128,0.598145
128,0.592285
128,0.596191
128,0.595215
128,0.587402
128,0.598145
128,0.577637
128,0.588379
128,0.577637
128,0.606934
128,0.585449
128,0.583496
128,0.583496
128,0.601074
128,0.576660
128,0.594238
128,0.600098
128,0.587402
128,0.577637
128,0.597168
128,0.595215
128,0.587402
128,0.587402
128,0.573730
128,0.573730
128,0.609863
128,0.598145
128,0.577637
128,0.595215
128,0.591309
128,0.595215
128,0.603027
128,0.597168
128,0.584473
128,0.591309
128,0.593262
128,0.562012
128,0.588379
128,0.587402
128,0.599121
128,0.605957
128,0.588379
128,0.595215
128,0.598145
128,0.586426
128,0.595215
128,0.611816
128,0.598145
128,0.593262
128,0.613770
128,0.594238
128,0.592285
128,0.587402
128,0.604004
128,0.609863
128,0.589355
128,0.594238
128,0.593262
128,0.590332
128,0.579590
128,0.600098
128,0.582520
128,0.602051
128,0.592285
128,0.596191
128,0.596191
128,0.598145
128,0.603027
128,0.625488
128,0.584473
128,0.588379
128,0.583496
128,0.585449
128,0.585449
128,0.592285
128,0.590332
128,0.590332
128,0.589355
128,0.596191
128,0.596191
128,0.577637
128,0.593262
128,0.587402
128,0.592285
128,0.602051
128,0.602051
128,0.605957
128,0.577637
128,0.595215
128,0.589355
128,0.600098
128,0.603027
128,0.611816
128,0.585449
128,0.596191
128,0.597168
128,0.593262
128,0.581543
128,0.577637
128,0.602051
128,0.583496
128,0.605957
128,0.599121
128,0.603027
128,0.595215
128,0.590332
128,0.576660
128,0.595215
128,0.585449
128,0.597168
128,0.577637
128,0.595215
128,0.593262
128,0.602051
128,0.585449
128,0.577637
128,0.562012
128,0.585449
128,0.602051
128,0.597168
128,0.595215
128,0.599121
128,0.596191
128,0.586426
128,0.592285
128,0.602051
128,0.592285
128,0.584473
128,0.592285
128,0.575684
128,0.593262
128,0.587402
128,0.589355
128,0.576660
128,0.611816
128,0.562012
128,0.596191
128,0.583496
128,0.590332
128,0.582520
128,0.587402
128,0.602051
128,0.587402
128,0.587402
128,0.562012
128,0.590332
128,0.585449
128,0.580566
128,0.595215
128,0.600098
128,0.594238
128,0.598145
128,0.589355
128,0.603027
128,0.594238
128,0.581543
128,0.589355
128,0.610840
128,0.589355
128,0.597168
128,0.598145
128,0.577637
128,0.592285
128,0.585449
128,0.585449
128,0.589355
128,0.591309
128,0.577637
128,0.584473
128,0.592285
128,0.590332
128,0.591309
128,0.594238
128,0.589355
128,0.596191
128,0.592285
128,0.591309
128,0.602051
128,0.593262
128,0.577637
128,0.584473
128,0.599121
128,0.597168
128,0.595215
128,0.588379
128,0.609863
128,0.586426
128,0.595215
128,0.588379
128,0.590332
128,0.583496
128,0.592285
128,0.577637
128,0.579590
128,0.596191
128,0.595215
128,0.609863
128,0.584473
128,0.593262
128,0.597168
128,0.602051
128,0.585449
128,0.625488
128,0.592285
128,0.595215
128,0.593262
128,0.609863
128,0.596191
128,0.604004
128,0.604004
128,0.583496
128,0.562012
128,0.595215
128,0.593262
128,0.599121
128,0.609863
128,0.591309
128,0.575684
128,0.597168
128,0.595215
128,0.592285
128,0.604004
128,0.585449
128,0.594238
128,0.588379
128,0.589355
128,0.598145
128,0.572754
128,0.554199
128,0.601074
128,0.593262
128,0.602051
128,0.611816
128,0.594238
128,0.593262
128,0.572754
128,0.587402
128,0.598145
128,0.595215
128,0.577637
128,0.602051
128,0.598145
128,0.585449
128,0.591309
128,0.589355
128,0.596191
128,0.588379
128,0.591309
128,0.592285
128,0.594238
128,0.590332
128,0.602051
128,0.602051
128,0.595215
128,0.602051
128,0.596191
128,0.588379
128,0.598145
128,0.599121
128,0.594238
128,0.599121
128,0.589355
128,0.602051
128,0.591309
128,0.597168
128,0.592285
128,0.592285
128,0.595215
128,0.586426
128,0.600098
128,0.585449
128,0.584473
128,0.585449
128,0.582520
128,0.589355
128,0.604004
128,0.589355
128,0.610840
128,0.585449
128,0.590332
128,0.593262
128,0.587402
128,0.599121
128,0.594238
128,0.597168
128,0.594238
128,0.596191
128,0.573730
128,0.595215
128,0.583496
128,0.586426
128,0.595215
128,0.599121
128,0.600098
128,0.578613
128,0.597168
128,0.596191
128,0.581543
128,0.577637
128,0.609863
128,0.597168
128,0.591309
128,0.577637
128,0.582520
128,0.604980
128,0.599121
128,0.590332
128,0.596191
128,0.602051
128,0.625488
128,0.595215
128,0.602051
128,0.586426
128,0.590332
128,0.598145
128,0.580566
128,0.590332
128,0.591309
128,0.577637
128,0.562012
128,0.581543
128,0.603027
128,0.590332
128,0.587402
128,0.591309
128,0.562012
128,0.585449
128,0.596191
128,0.625488
128,0.603027
128,0.591309
128,0.603027
128,0.595215
128,0.595215
128,0.585449
128,0.585449
128,0.575684
128,0.587402
128,0.583496
128,0.582520
128,0.585449
128,0.606934
128,0.593262
128,0.602051
128,0.594238
128,0.595215
128,0.592285
128,0.599121
128,0.581543
128,0.598145
128,0.576660
128,0.598145
128,0.593262
128,0.592285
128,0.596191
128,0.596191
128,0.625488
128,0.593262
128,0.609863
128,0.577637
128,0.593262
128,0.596191
128,0.587402
128,0.595215
128,0.594238
128,0.592285
128,0.602051
128,0.592285
128,0.589355
128,0.584473
128,0.594238
128,0.596191
128,0.588379
128,0.597168
128,0.595215
128,0.602051
128,0.606934
128,0.575684
128,0.598145
128,0.592285
128,0.600098
128,0.596191
128,0.584473
128,0.588379
128,0.601074
128,0.591309
128,0.591309
128,0.594238
128,0.577637
128,0.602051
128,0.596191
128,0.597168
128,0.595215
128,0.589355
128,0.605957
128,0.584473
128,0.598145
128,0.585449
128,0.594238
128,0.598145
128,0.592285
128,0.571777
128,0.598145
128,0.596191
128,0.596191
128,0.592285
128,0.603027
128,0.593262
128,0.584473
128,0.592285
128,0.577637
128,0.584473
128,0.595215
128,0.590332
128,0.584473
128,0.573730
128,0.587402
128,0.591309
128,0.593262
128,0.590332
128,0.598145
128,0.588379
128,0.593262
128,0.596191
128,0.583496
128,0.588379
128,0.593262
128,0.607910
128,0.602051
128,0.593262
128,0.593262
128,0.599121
128,0.598145
128,0.576660
128,0.600098
128,0.581543
128,0.586426
128,0.600098
128,0.594238
128,0.585449
128,0.595215
128,0.603027
128,0.617676
128,0.590332
128,0.610840
128,0.591309
128,0.605957
128,0.585449
128,0.587402
128,0.600098
128,0.603027
128,0.585449
128,0.591309
128,0.604004
128,0.596191
128,0.577637
128,0.591309
128,0.596191
128,0.569824
128,0.599121
128,0.591309
128,0.589355
128,0.599121
128,0.602051
128,0.609863
128,0.593262
128,0.591309
128,0.581543
128,0.584473
128,0.584473
128,0.562012
128,0.603027
128,0.579590
128,0.597168
128,0.576660
128,0.585449
128,0.587402
128,0.595215
128,0.595215
128,0.609863
128,0.585449
128,0.585449
128,0.585449
128,0.591309
128,0.604004
128,0.588379
128,0.586426
128,0.595215
128,0.587402
128,0.577637
128,0.625488
128,0.577637
128,0.592285
128,0.597168
128,0.600098
128,0.586426
128,0.589355
128,0.597168
128,0.590332
128,0.601074
128,0.609863
128,0.594238
128,0.595215
128,0.609863
128,0.581543
128,0.585449
128,0.594238
128,0.596191
128,0.586426
128,0.602051
128,0.584473
128,0.584473
128,0.595215
128,0.588379
128,0.589355
128,0.589355
128,0.586426
128,0.583496
128,0.593262
128,0.597168
128,0.599121
128,0.609863
128,0.589355
128,0.586426
128,0.584473
128,0.593262
128,0.594238
128,0.604004
128,0.590332
128,0.599121
128,0.594238
128,0.592285
128,0.609863
128,0.595215
128,0.592285
128,0.590332
128,0.595215
128,0.589355
128,0.577637
128,0.583496
128,0.585449
128,0.562012
128,0.594238
128,0.588379
128,0.587402
128,0.589355
128,0.584473
128,0.577637
128,0.577637
128,0.588379
128,0.594238
128,0.591309
128,0.602051
128,0.584473
128,0.609863
128,0.599121
128,0.584473
128,0.602051
128,0.604980
128,0.577637
128,0.593262
128,0.603027
128,0.581543
128,0.611816
128,0.597168
128,0.598145
128,0.596191
128,0.590332
128,0.603027
128,0.595215
128,0.583496
128,0.595215
128,0.595215
128,0.592285
128,0.576660
128,0.602051
128,0.589355
128,0.581543
128,0.594238
128,0.584473
128,0.587402
128,0.594238
128,0.582520
128,0.592285
128,0.577637
128,0.593262
128,0.591309
128,0.598145
128,0.605957
128,0.585449
128,0.596191
128,0.609863
128,0.580566
128,0.598145
128,0.577637
128,0.590332
128,0.583496
128,0.597168
128,0.595215
128,0.609863
128,0.603027
128,0.599121
128,0.600098
128,0.602051
128,0.594238
128,0.597168
128,0.598145
128,0.592285
128,0.591309
128,0.611816
128,0.596191
128,0.594238
128,0.589355
128,0.605957
128,0.585449
128,0.600098
128,0.602051
128,0.594238
128,0.588379
128,0.593262
128,0.588379
128,0.593262
128,0.562012
128,0.592285
128,0.592285
128,0.599121
128,0.595215
128,0.596191
128,0.592285
128,0.585449
128,0.581543
128,0.585449
128,0.602051
128,0.602051
128,0.625488
128,0.606934
128,0.597168
128,0.593262
128,0.596191
128,0.594238
128,0.597168
128,0.596191
128,0.585449
128,0.593262
128,0.585449
128,0.591309
128,0.598145
128,0.598145
128,0.587402
128,0.562012
128,0.585449
128,0.602051
128,0.595215
128,0.602051
128,0.625488
128,0.590332
128,0.562012
128,0.595215
128,0.594238
128,0.592285
128,0.593262
128,0.625488
128,0.583496
128,0.579590
128,0.592285
128,0.609863
128,0.577637
128,0.595215
128,0.602051
128,0.591309
128,0.581543
128,0.596191
128,0.594238
128,0.595215
128,0.604980
128,0.605957
128,0.609863
128,0.594238
128,0.602051
128,0.584473
128,0.602051
128,0.600098
128,0.609863
128,0.595215
128,0.591309
128,0.605957
128,0.587402
128,0.598145
128,0.595215
128,0.586426
128,0.602051
128,0.602051
128,0.594238
128,0.598145
128,0.581543
128,0.586426
128,0.577637
128,0.596191
128,0.581543
128,0.598145
128,0.577637
128,0.593262
128,0.598145
128,0.584473
128,0.591309
128,0.588379
128,0.597168
128,0.597168
128,0.575684
128,0.589355
128,0.609863
128,0.609863
128,0.592285
128,0.583496
128,0.593262
128,0.590332
128,0.597168
128,0.591309
128,0.598145
128,0.577637
128,0.577637
128,0.583496
128,0.579590
128,0.594238
128,0.585449
128,0.573730
128,0.603027
128,0.605957
128,0.594238
128,0.573730
128,0.562012
128,0.589355
128,0.577637
128,0.591309
128,0.596191
128,0.562012
128,0.605957
128,0.598145
128,0.597168
128,0.589355
128,0.602051
128,0.576660
128,0.589355
128,0.583496
128,0.601074
128,0.603027
128,0.584473
128,0.605957
128,0.577637
128,0.602051
128,0.590332
128,0.591309
128,0.596191
128,0.603027
128,0.599121
128,0.596191
128,0.599121
128,0.588379
128,0.585449
128,0.584473
128,0.561035
128,0.599121
128,0.592285
128,0.587402
128,0.577637
128,0.574707
128,0.581543
128,0.577637
128,0.594238
128,0.591309
128,0.596191
128,0.587402
128,0.599121
128,0.591309
128,0.594238
128,0.609863
128,0.604004
128,0.593262
128,0.596191
128,0.581543
128,0.609863
128,0.595215
128,0.590332
128,0.596191
128,0.594238
128,0.592285
128,0.598145
128,0.602051
128,0.590332
128,0.596191
128,0.589355
128,0.596191
128,0.589355
128,0.581543
128,0.592285
128,0.592285
128,0.603027
128,0.577637
128,0.575684
128,0.581543
128,0.594238
128,0.602051
128,0.575684
128,0.587402
128,0.591309
128,0.597168
128,0.585449
128,0.596191
128,0.609863
128,0.594238
128,0.590332
128,0.595215
128,0.598145
128,0.580566
128,0.596191
128,0.589355
128,0.577637
128,0.601074
128,0.596191
128,0.598145
128,0.599121
128,0.590332
128,0.600098
128,0.599121
128,0.577637
128,0.595215
128,0.604004
128,0.590332
128,0.596191
128,0.590332
128,0.589355
128,0.595215
128,0.605957
128,0.592285
128,0.599121
128,0.581543
128,0.603027
128,0.595215
128,0.609863
128,0.592285
128,0.585449
128,0.593262
128,0.590332
128,0.592285
128,0.611816
128,0.599121
128,0.595215
128,0.577637
128,0.594238
128,0.598145
128,0.577637
128,0.592285
128,0.588379
128,0.593262
128,0.609863
128,0.594238
128,0.596191
128,0.593262
128,0.596191
128,0.562012
128,0.577637
128,0.597168
128,0.584473
128,0.603027
128,0.594238
128,0.587402
128,0.573730
128,0.609863
128,0.599121
128,0.603027
128,0.585449
128,0.602051
128,0.595215
128,0.592285
128,0.593262
128,0.596191
128,0.601074
128,0.590332
128,0.594238
128,0.604004
128,0.585449
128,0.586426
128,0.595215
128,0.597168
128,0.585449
128,0.585449
128,0.588379
128,0.609863
128,0.598145
128,0.595215
128,0.585449
128,0.596191
128,0.595215
128,0.577637
128,0.582520
128,0.603027
128,0.599121
128,0.590332
128,0.589355
128,0.591309
128,0.583496
128,0.604004
128,0.581543
128,0.591309
128,0.617676
128,0.617676
128,0.588379
128,0.602051
128,0.593262
128,0.575684
128,0.595215
128,0.594238
128,0.585449
128,0.594238
128,0.605957
128,0.596191
128,0.585449
128,0.603027
128,0.593262
128,0.591309
128,0.585449
128,0.593262
128,0.592285
128,0.592285
128,0.594238
128,0.590332
128,0.609863
128,0.586426
128,0.609863
128,0.562012
128,0.602051
128,0.593262
128,0.604004
128,0.609863
128,0.582520
128,0.593262
128,0.575684
128,0.581543
128,0.595215
128,0.595215
128,0.591309
128,0.577637
128,0.605957
128,0.603027
128,0.597168
128,0.591309
128,0.583496
128,0.585449
128,0.597168
128,0.577637
128,0.575684
128,0.591309
128,0.603027
128,0.588379
128,0.593262
128,0.609863
128,0.580566
128,0.582520
128,0.625488
128,0.598145
128,0.602051
128,0.600098
128,0.595215
128,0.577637
128,0.593262
128,0.585449
128,0.583496
128,0.590332
128,0.602051
128,0.588379
128,0.602051
128,0.585449
128,0.609863
128,0.594238
128,0.594238
128,0.581543
128,0.602051
128,0.589355
128,0.602051
128,0.600098
128,0.593262
128,0.597168
128,0.596191
128,0.593262
128,0.581543
128,0.598145
128,0.605957
128,0.585449
128,0.597168
128,0.584473
128,0.589355
128,0.590332
128,0.586426
128,0.589355
128,0.595215
128,0.602051
128,0.597168
128,0.602051
128,0.602051
128,0.577637
128,0.588379
128,0.625488
128,0.588379
128,0.581543
128,0.595215
128,0.573730
128,0.585449
128,0.603027
128,0.591309
128,0.585449
128,0.589355
128,0.594238
128,0.580566
128,0.588379
128,0.581543
128,0.596191
128,0.594238
128,0.593262
128,0.595215
128,0.589355
128,0.584473
128,0.603027
128,0.603027
128,0.591309
128,0.562012
128,0.562012
128,0.594238
128,0.598145
128,0.598145
128,0.597168
128,0.599121
128,0.594238
128,0.591309
128,0.609863
128,0.599121
128,0.596191
128,0.600098
128,0.609863
128,0.600098
128,0.588379
128,0.612793
128,0.603027
128,0.604004
128,0.599121
128,0.577637
128,0.585449
128,0.577637
128,0.577637
128,0.603027
128,0.588379
128,0.594238
128,0.604980
128,0.595215
128,0.602051
128,0.605957
128,0.591309
128,0.594238
128,0.593262
128,0.581543
128,0.577637
128,0.611816
128,0.592285
128,0.594238
128,0.593262
128,0.595215
128,0.576660
128,0.594238
128,0.602051
128,0.585449
128,0.609863
128,0.593262
128,0.584473
128,0.603027
128,0.577637
128,0.596191
128,0.577637
128,0.593262
128,0.597168
128,0.585449
128,0.609863
128,0.587402
128,0.590332
128,0.591309
128,0.598145
128,0.594238
128,0.609863
128,0.599121
128,0.581543
128,0.588379
128,0.588379
128,0.583496
128,0.592285
128,0.602051
128,0.581543
128,0.591309
128,0.598145
128,0.602051
128,0.591309
128,0.604980
128,0.592285
128,0.625488
128,0.602051
128,0.589355
128,0.591309
128,0.591309
128,0.597168
128,0.584473
128,0.595215
128,0.600098
128,0.589355
128,0.589355
128,0.589355
128,0.583496
128,0.599121
128,0.589355
128,0.594238
128,0.589355
128,0.588379
128,0.584473
128,0.599121
128,0.599121
128,0.592285
128,0.573730
128,0.589355
128,0.592285
128,0.585449
128,0.589355
128,0.600098
128,0.602051
128,0.602051
128,0.598145
128,0.602051
128,0.577637
128,0.604004
128,0.589355
128,0.592285
128,0.625488
128,0.600098
128,0.592285
128,0.587402
128,0.577637
128,0.591309
128,0.595215
128,0.594238
128,0.588379
128,0.562012
128,0.590332
128,0.602051
128,0.594238
128,0.598145
128,0.589355
128,0.589355
128,0.582520
128,0.589355
128,0.590332
128,0.600098
128,0.605957
128,0.598145
128,0.592285
128,0.599121
128,0.594238
128,0.592285
128,0.585449
128,0.583496
128,0.594238
128,0.585449
128,0.593262
128,0.598145
128,0.596191
128,0.597168
128,0.590332
128,0.609863
128,0.562012
128,0.609863
128,0.591309
128,0.590332
128,0.591309
128,0.604004
128,0.589355
128,0.582520
128,0.595215
128,0.577637
128,0.609863
128,0.597168
128,0.577637
128,0.592285
128,0.592285
128,0.588379
128,0.602051
128,0.562012
128,0.577637
128,0.583496
128,0.594238
128,0.609863
128,0.598145
128,0.587402
128,0.598145
128,0.604980
128,0.585449
128,0.587402
128,0.577637
128,0.591309
128,0.596191
128,0.589355
128,0.598145
128,0.595215
128,0.589355
128,0.590332
128,0.594238
128,0.575684
128,0.595215
128,0.604004
128,0.585449
128,0.602051
128,0.592285
128,0.607910
128,0.582520
128,0.600098
128,0.605957
128,0.597168
128,0.599121
128,0.603027
128,0.588379
128,0.577637
128,0.577637
128,0.595215
128,0.604980
128,0.601074
128,0.595215
128,0.598145
128,0.595215
128,0.594238
128,0.590332
128,0.562012
128,0.609863
128,0.597168
128,0.594238
128,0.590332
128,0.609863
128,0.582520
128,0.609863
128,0.597168
128,0.593262
128,0.604004
128,0.577637
128,0.602051
128,0.584473
128,0.596191
128,0.562012
128,0.602051
128,0.581543
128,0.595215
128,0.584473
128,0.593262
128,0.586426
128,0.596191
128,0.589355
128,0.581543
128,0.594238
128,0.592285
128,0.578613
128,0.603027
128,0.583496
128,0.586426
128,0.592285
128,0.589355
128,0.591309
128,0.595215
128,0.594238
128,0.585449
128,0.577637
128,0.603027
128,0.586426
128,0.600098
128,0.594238
128,0.589355
128,0.611816
128,0.625488
128,0.573730
128,0.587402
128,0.594238
128,0.593262
128,0.593262
128,0.585449
128,0.588379
128,0.587402
128,0.573730
128,0.600098
128,0.585449
128,0.590332
128,0.609863
128,0.594238
128,0.598145
128,0.594238
128,0.594238
128,0.584473
128,0.595215
128,0.581543
128,0.585449
128,0.609863
128,0.599121
128,0.593262
128,0.596191
128,0.584473
128,0.562012
128,0.625488
128,0.604004
128,0.591309
128,0.593262
128,0.596191
128,0.600098
128,0.609863
128,0.583496
128,0.609863
128,0.598145
128,0.595215
128,0.592285
128,0.590332
128,0.585449
128,0.604980
128,0.581543
128,0.605957
128,0.594238
128,0.596191
128,0.589355
128,0.588379
128,0.596191
128,0.598145
128,0.625488
128,0.585449
128,0.593262
128,0.589355
128,0.585449
128,0.604004
128,0.593262
128,0.600098
128,0.592285
128,0.588379
128,0.609863
128,0.581543
128,0.590332
128,0.597168
128,0.587402
128,0.594238
128,0.586426
128,0.597168
128,0.593262
128,0.591309
128,0.609863
128,0.598145
128,0.589355
128,0.586426
128,0.604980
128,0.590332
128,0.597168
128,0.594238
128,0.591309
128,0.613770
128,0.585449
128,0.589355
128,0.598145
128,0.591309
128,0.598145
128,0.600098
128,0.586426
128,0.562012
128,0.604004
128,0.595215
128,0.580566
128,0.593262
128,0.609863
128,0.609863
128,0.603027
128,0.602051
128,0.577637
128,0.603027
128,0.583496
128,0.594238
128,0.594238
128,0.584473
128,0.599121
128,0.577637
128,0.595215
128,0.585449
128,0.584473
128,0.588379
128,0.590332
128,0.585449
128,0.584473
128,0.585449
128,0.593262
128,0.605957
128,0.581543
128,0.603027
128,0.591309
128,0.600098
128,0.596191
128,0.596191
128,0.562012
128,0.609863
128,0.598145
128,0.595215
128,0.593262
128,0.597168
128,0.592285
128,0.583496
128,0.594238
128,0.609863
128,0.602051
128,0.609863
128,0.595215
128,0.592285
128,0.583496
128,0.590332
128,0.589355
128,0.599121
128,0.591309
128,0.575684
128,0.579590
128,0.590332
128,0.603027
128,0.609863
128,0.579590
128,0.597168
128,0.625488
128,0.588379
128,0.593262
128,0.604004
128,0.579590
128,0.605957
128,0.577637
128,0.585449
128,0.587402
128,0.594238
128,0.587402
128,0.577637
128,0.596191
128,0.562012
128,0.596191
128,0.579590
128,0.594238
128,0.575684
128,0.588379
128,0.591309
128,0.589355
128,0.592285
128,0.588379
128,0.592285
128,0.585449
128,0.589355
128,0.595215
128,0.594238
128,0.589355
128,0.569824
128,0.603027
128,0.583496
128,0.577637
128,0.601074
128,0.596191
128,0.584473
128,0.583496
128,0.588379
128,0.591309
128,0.592285
128,0.598145
128,0.577637
128,0.585449
128,0.581543
128,0.596191
128,0.585449
128,0.587402
128,0.593262
128,0.588379
128,0.591309
128,0.589355
128,0.585449
128,0.594238
128,0.587402
128,0.592285
128,0.592285
128,0.594238
128,0.581543
128,0.602051
128,0.577637
128,0.592285
128,0.590332
128,0.593262
128,0.587402
128,0.595215
128,0.586426
128,0.600098
128,0.602051
128,0.583496
128,0.589355
128,0.577637
128,0.593262
128,0.583496
128,0.598145
128,0.584473
128,0.577637
128,0.600098
128,0.569824
128,0.577637
128,0.584473
128,0.589355
128,0.592285
128,0.583496
128,0.581543
128,0.580566
128,0.589355
128,0.609863
128,0.587402
128,0.584473
128,0.594238
128,0.600098
128,0.593262
128,0.585449
128,0.609863
128,0.603027
128,0.595215
128,0.596191
128,0.596191
128,0.584473
128,0.587402
128,0.594238
128,0.585449
128,0.580566
128,0.585449
128,0.602051
128,0.591309
128,0.594238
128,0.598145
128,0.597168
128,0.597168
128,0.595215
128,0.594238
128,0.596191
128,0.589355
128,0.588379
128,0.577637
128,0.588379
128,0.583496
128,0.591309
128,0.604004
128,0.581543
128,0.590332
128,0.585449
128,0.602051
128,0.592285
128,0.579590
128,0.599121
128,0.596191
128,0.577637
128,0.587402
128,0.585449
128,0.600098
128,0.609863
128,0.588379
128,0.594238
128,0.591309
128,0.587402
128,0.585449
128,0.604004
128,0.599121
128,0.581543
128,0.605957
128,0.586426
128,0.591309
128,0.585449
128,0.609863
128,0.579590
128,0.589355
128,0.600098
128,0.588379
128,0.589355
128,0.599121
128,0.602051
128,0.602051
128,0.625488
128,0.594238
128,0.591309
128,0.588379
128,0.609863
128,0.602051
128,0.599121
128,0.596191
128,0.581543
128,0.589355
128,0.588379
128,0.594238
128,0.598145
128,0.591309
128,0.587402
128,0.569824
128,0.586426
128,0.591309
128,0.588379
128,0.598145
128,0.593262
128,0.602051
128,0.605957
128,0.617676
128,0.605957
128,0.562012
128,0.596191
128,0.585449
128,0.613770
128,0.580566
128,0.591309
128,0.596191
128,0.594238
128,0.602051
128,0.587402
128,0.584473
128,0.600098
128,0.587402
128,0.591309
128,0.610840
128,0.625488
128,0.588379
128,0.584473
128,0.593262
128,0.595215
128,0.601074
128,0.592285
128,0.562012
128,0.602051
128,0.591309
128,0.593262
128,0.597168
128,0.596191
128,0.604004
128,0.594238
128,0.617676
128,0.593262
128,0.609863
128,0.605957
128,0.596191
128,0.592285
128,0.580566
128,0.603027
128,0.598145
128,0.589355
128,0.625488
128,0.576660
128,0.609863
128,0.598145
128,0.594238
128,0.593262
128,0.591309
128,0.584473
128,0.598145
128,0.591309
128,0.585449
128,0.584473
128,0.599121
128,0.590332
128,0.592285
128,0.599121
128,0.585449
128,0.598145
128,0.562012
128,0.597168
128,0.589355
128,0.562012
128,0.593262
128,0.603027
128,0.598145
128,0.585449
128,0.591309
128,0.606934
128,0.597168
128,0.591309
128,0.593262
128,0.589355
128,0.594238
128,0.599121
128,0.592285
128,0.625488
128,0.594238
128,0.585449
128,0.594238
128,0.602051
128,0.609863
128,0.592285
128,0.589355
128,0.592285
128,0.569824
128,0.594238
128,0.594238
128,0.602051
128,0.609863
128,0.577637
128,0.590332
128,0.592285
128,0.589355
128,0.598145
128,0.602051
128,0.584473
128,0.584473
128,0.594238
128,0.585449
128,0.605957
128,0.577637
128,0.584473
128,0.599121
128,0.609863
128,0.605957
128,0.593262
128,0.602051
128,0.594238
128,0.585449
128,0.596191
128,0.591309
128,0.585449
128,0.598145
128,0.577637
128,0.583496
128,0.579590
128,0.600098
128,0.603027
128,0.593262
128,0.577637
128,0.602051
128,0.591309
128,0.596191
128,0.595215
128,0.593262
128,0.609863
128,0.578613
128,0.594238
128,0.598145
128,0.590332
128,0.602051
128,0.585449
128,0.598145
128,0.577637
128,0.589355
128,0.593262
128,0.597168
128,0.602051
128,0.610840
128,0.602051
128,0.586426
128,0.603027
128,0.602051
128,0.590332
128,0.602051
128,0.596191
128,0.583496
128,0.595215
128,0.584473
128,0.590332
128,0.591309
128,0.598145
128,0.595215
128,0.585449
128,0.595215
128,0.577637
128,0.585449
